GenePair	ka	ks	kaks	ssite	nsite	scount	ncount	Human	Other	species	GeneType	similarity
ENSG00000162607-Usp1	0.0579243	0.554061	0.104545	573.002	1776.0	208.288	98.7117	ENSG00000162607	Usp1	mouse	Other genes	0.8842239185750637
ENSG00000162613-Fubp1	0.00998881	0.410451	0.0243362	506.739	1413.26	153.988	14.0118	ENSG00000162613	Fubp1	mouse	Other genes	0.91027496382055
ENSG00000162614-Nexn	0.0520153	0.48456	0.107345	473.767	1536.23	158.113	76.8871	ENSG00000162614	Nexn	mouse	Other genes	0.8875739644970414
ENSG00000162616-Dnajb4	0.0287805	0.445807	0.0645583	230.995	780.005	74.0	22.0	ENSG00000162616	Dnajb4	mouse	Other genes	0.9406528189910979
ENSG00000162618-Adgrl4	0.130975	0.80343	0.16302	532.039	1534.96	240.103	183.897	ENSG00000162618	Adgrl4	mouse	Other genes	0.7364864864864865
ENSG00000162620-Lrriq3	0.244443	1.18762	0.205826	409.94	1456.06	214.841	302.159	ENSG00000162620	Lrriq3	mouse	Other genes	0.6094488188976378
ENSG00000162623-Tyw3	0.179123	0.591314	0.302923	233.9	537.1	89.7543	84.2457	ENSG00000162623	Tyw3	mouse	Other genes	0.7027027027027027
ENSG00000162624-Lhx8	0.0408611	0.795978	0.0513344	245.763	762.237	109.698	30.3023	ENSG00000162624	Lhx8	mouse	Other genes	0.8408488063660478
ENSG00000162627-Snx7	0.0581872	0.750747	0.0775057	355.527	979.473	156.264	54.7357	ENSG00000162627	Snx7	mouse	Other genes	0.8802660753880266
ENSG00000162630-B3galt2	0.0258344	0.457856	0.0564247	318.116	947.884	102.944	24.0561	ENSG00000162630	B3galt2	mouse	Other genes	0.9454976303317536
ENSG00000162631-Ntng1	0.0186146	0.326815	0.0569576	413.125	1203.88	105.869	22.1312	ENSG00000162631	Ntng1	mouse	Other genes	0.8932874354561101
ENSG00000162636-Fam102b	0.0247635	0.440853	0.0561718	296.768	783.232	92.9371	19.0629	ENSG00000162636	Fam102b	mouse	Other genes	0.927027027027027
ENSG00000162639-Henmt1	0.197043	0.75903	0.259599	317.526	861.474	138.995	149.005	ENSG00000162639	Henmt1	mouse	Other genes	0.6860759493670886
ENSG00000162641-Aknad1	0.30673	0.559692	0.548034	543.072	1472.93	195.74	366.26	ENSG00000162641	Aknad1	mouse	Other genes	0.45172824791418353
ENSG00000162642-2410004B18Rik	0.0717698	1.15829	0.061962	123.23	416.77	68.5355	28.4645	ENSG00000162642	2410004B18Rik	mouse	Other genes	0.8516483516483516
ENSG00000162643-Wdr63	0.112326	1.06576	0.105395	688.977	1984.02	337.4	206.6	ENSG00000162643	Wdr63	mouse	Other genes	0.7854821235102926
ENSG00000162650-Atxn7l2	0.0519732	0.289124	0.179761	653.923	1608.08	150.528	80.4718	ENSG00000162650	Atxn7l2	mouse	Other genes	0.8992042440318302
ENSG00000162664-Zfp326	0.0690083	0.343505	0.200895	435.003	1287.0	112.456	84.5435	ENSG00000162664	Zfp326	mouse	Other genes	0.858843537414966
ENSG00000162669-Hfm1	0.129147	0.478935	0.269654	1021.68	3271.32	337.643	385.357	ENSG00000162669	Hfm1	mouse	Other genes	0.745945945945946
ENSG00000162670-Brinp3	0.0101382	0.417588	0.0242781	609.472	1688.53	185.998	17.0024	ENSG00000162670	Brinp3	mouse	Other genes	0.9778067885117493
ENSG00000162676-Gfi1	0.0580755	1.15846	0.0501318	252.32	1013.68	136.399	56.6012	ENSG00000162676	Gfi1	mouse	Other genes	0.7566462167689162
ENSG00000162687-Kcnt2	0.0117313	0.545826	0.0214927	818.004	2587.0	296.89	30.1103	ENSG00000162687	Kcnt2	mouse	Other genes	0.9429301533219762
ENSG00000162688-Agl	0.0406678	0.669813	0.0607151	1257.4	3338.6	504.107	131.893	ENSG00000162688	Agl	mouse	Other genes	0.9190600522193212
ENSG00000162692-Vcam1	0.141134	0.574704	0.245576	613.081	1603.92	231.437	205.563	ENSG00000162692	Vcam1	mouse	Other genes	0.7577807848443843
ENSG00000162694-Extl2	0.0670571	0.654563	0.102446	291.945	695.055	115.596	44.4038	ENSG00000162694	Extl2	mouse	Other genes	0.8670694864048338
ENSG00000162695-Slc30a7	0.0190811	0.417531	0.0456999	322.775	805.225	97.8363	15.1637	ENSG00000162695	Slc30a7	mouse	Other genes	0.9576719576719577
ENSG00000162702-Zfp281	0.0250776	0.177408	0.141356	759.94	1916.06	116.809	47.1909	ENSG00000162702	Zfp281	mouse	Other genes	0.9464285714285714
ENSG00000162706-Cadm3	0.0207991	0.656913	0.0316619	261.364	926.636	105.997	19.0034	ENSG00000162706	Cadm3	mouse	Other genes	0.6867030965391621
ENSG00000162711-Nlrp3	0.0969314	0.94008	0.10311	789.972	2303.03	375.445	208.555	ENSG00000162711	Nlrp3	mouse	Other genes	0.8272200772200772
ENSG00000162714-Zkscan17	0.112575	0.864625	0.130201	398.779	1344.22	187.03	139.97	ENSG00000162714	Zkscan17	mouse	Other genes	0.7766497461928934
ENSG00000162722-Trim58	0.108297	0.840356	0.12887	343.684	1108.32	160.557	111.443	ENSG00000162722	Trim58	mouse	Other genes	0.7905544147843943
ENSG00000162723-Slamf9	0.286148	0.524098	0.545982	231.005	611.995	82.1092	142.891	ENSG00000162723	Slamf9	mouse	Other genes	0.5631399317406144
ENSG00000162728-Kcnj9	0.00604848	1.2101	0.00499832	182.982	996.018	89.9999	6.00014	ENSG00000162728	Kcnj9	mouse	Other genes	0.9872773536895675
ENSG00000162729-Igsf8	0.0629936	0.484124	0.130119	558.085	1274.91	192.025	76.9745	ENSG00000162729	Igsf8	mouse	Other genes	0.8874388254486134
ENSG00000162733-Ddr2	0.0184985	0.426574	0.0433654	697.552	1864.45	215.965	34.0354	ENSG00000162733	Ddr2	mouse	Other genes	0.9590643274853801
ENSG00000162734-Pea15a	0.00328409	0.280053	0.0117267	84.7209	305.279	19.0	1.0	ENSG00000162734	Pea15a	mouse	Other genes	0.9923076923076923
ENSG00000162735-Pex19	0.0517397	0.566787	0.091286	249.565	647.435	91.6901	32.3099	ENSG00000162735	Pex19	mouse	Other genes	0.9063545150501672
ENSG00000162736-Ncstn	0.0587754	0.448576	0.131027	615.406	1508.59	194.996	85.0041	ENSG00000162736	Ncstn	mouse	Other genes	0.8885754583921015
ENSG00000162738-Vangl2	0.00246885	0.795793	0.00310237	344.829	1218.17	155.0	3.00005	ENSG00000162738	Vangl2	mouse	Other genes	0.9942418426103646
ENSG00000162739-Slamf6	0.428053	0.605551	0.706882	254.785	678.215	101.986	220.014	ENSG00000162739	Slamf6	mouse	Other genes	0.392
ENSG00000162745-Olfml2b	0.0878615	0.54635	0.160816	582.874	1637.13	210.645	135.355	ENSG00000162745	Olfml2b	mouse	Other genes	0.8245382585751979
ENSG00000162746-Fcrlb	0.0906465	0.649774	0.139505	318.837	947.163	130.393	80.607	ENSG00000162746	Fcrlb	mouse	Other genes	0.6782273603082851
ENSG00000162755-Klhdc9	0.0923175	0.559646	0.164957	319.696	727.304	119.927	63.073	ENSG00000162755	Klhdc9	mouse	Other genes	0.8342857142857143
ENSG00000162757-A130010J15Rik	0.121154	0.460186	0.263273	252.076	536.924	82.2202	59.7798	ENSG00000162757	A130010J15Rik	mouse	Other genes	0.7732342007434945
ENSG00000162761-Lmx1a	0.0127745	0.483025	0.026447	277.138	868.862	93.0	11.0	ENSG00000162761	Lmx1a	mouse	Other genes	0.9712041884816754
ENSG00000162763-Lrrc52	0.157952	0.450937	0.350274	238.773	694.227	77.4743	98.5257	ENSG00000162763	Lrrc52	mouse	Other genes	0.7310126582278481
ENSG00000162769-Flvcr1	0.109657	0.557192	0.196803	469.529	1171.47	176.734	119.266	ENSG00000162769	Flvcr1	mouse	Other genes	0.778169014084507
ENSG00000162771-Fam71a	0.352397	0.694965	0.507071	456.825	1238.17	194.442	343.558	ENSG00000162771	Fam71a	mouse	Other genes	0.49348534201954397
ENSG00000162772-Atf3	0.024057	0.442162	0.0544077	161.464	381.536	51.0	9.0	ENSG00000162772	Atf3	mouse	Other genes	0.9502762430939227
ENSG00000162775-Rbm15	0.0284835	0.373122	0.0763381	825.409	2054.59	234.6	57.3996	ENSG00000162775	Rbm15	mouse	Other genes	0.9264555669050051
ENSG00000162777-Dennd2d	0.0520175	0.433136	0.120095	431.289	975.711	134.131	48.8686	ENSG00000162777	Dennd2d	mouse	Other genes	0.895397489539749
ENSG00000162779-Axdnd1	0.230774	0.536479	0.430164	807.826	2207.17	283.208	435.792	ENSG00000162779	Axdnd1	mouse	Other genes	0.5966010733452594
ENSG00000162782-Tdrd5	0.118958	0.495816	0.239924	858.589	2198.41	291.966	241.034	ENSG00000162782	Tdrd5	mouse	Other genes	0.7689393939393939
ENSG00000162783-Ier5	0.114375	0.63759	0.179386	199.359	712.641	81.5335	75.4665	ENSG00000162783	Ier5	mouse	Other genes	0.7250755287009063
ENSG00000162804-Sned1	0.0807497	0.819239	0.0985666	962.009	3246.99	432.744	247.256	ENSG00000162804	Sned1	mouse	Other genes	0.8358103326256192
ENSG00000162813-Bpnt1	0.0403554	0.659983	0.0611461	279.517	644.483	112.752	25.2481	ENSG00000162813	Bpnt1	mouse	Other genes	0.8761609907120743
ENSG00000162814-Spata17	0.150654	0.896341	0.168077	285.766	797.234	135.744	108.256	ENSG00000162814	Spata17	mouse	Other genes	0.7255936675461742
ENSG00000162817-C130074G19Rik	0.17127	1.79783	0.0952652	79.1785	343.822	45.4767	52.5233	ENSG00000162817	C130074G19Rik	mouse	Other genes	0.6971830985915493
ENSG00000162819-Brox	0.0422763	0.608265	0.0695032	366.718	866.282	139.482	35.5182	ENSG00000162819	Brox	mouse	Other genes	0.9172749391727494
ENSG00000162836-Acp6	0.142452	0.451941	0.315201	367.184	886.816	117.285	113.715	ENSG00000162836	Acp6	mouse	Other genes	0.7523364485981309
ENSG00000162843-Wdr64	0.111449	0.626251	0.177962	871.181	2377.82	340.35	245.65	ENSG00000162843	Wdr64	mouse	Other genes	0.8021978021978022
ENSG00000162849-Kif26b	0.0563189	0.991053	0.0568273	1369.62	4942.38	686.746	267.254	ENSG00000162849	Kif26b	mouse	Other genes	0.8799621928166351
ENSG00000162851-Tfb2m	0.347152	0.613556	0.565804	331.257	850.743	127.631	234.369	ENSG00000162851	Tfb2m	mouse	Other genes	0.5251256281407035
ENSG00000162852-Cnst	0.195449	0.647183	0.301999	609.545	1517.46	245.596	259.404	ENSG00000162852	Cnst	mouse	Other genes	0.6808803301237965
ENSG00000162869-Ppp1r21	0.0443684	0.456008	0.0972974	735.77	1604.23	236.143	68.8568	ENSG00000162869	Ppp1r21	mouse	Other genes	0.9205128205128205
ENSG00000162873-Klhdc8a	0.0225772	0.669907	0.033702	238.315	811.685	95.9567	18.0433	ENSG00000162873	Klhdc8a	mouse	Other genes	0.9571428571428572
ENSG00000162877-Pm20d1	0.162551	0.521383	0.311769	395.392	1110.61	140.016	161.984	ENSG00000162877	Pm20d1	mouse	Other genes	0.7137176938369781
ENSG00000162878-Pkdcc	0.0314686	0.467556	0.0673044	318.163	1157.84	103.448	35.5518	ENSG00000162878	Pkdcc	mouse	Other genes	0.9290060851926978
ENSG00000162882-Haao	0.0807563	0.599764	0.134647	205.687	652.313	78.3586	49.6414	ENSG00000162882	Haao	mouse	Other genes	0.8531468531468531
ENSG00000162885-B3galnt2	0.0652711	0.434557	0.150201	438.564	1061.44	138.896	66.1042	ENSG00000162885	B3galnt2	mouse	Other genes	0.876984126984127
ENSG00000162889-Mapkapk2	0.019275	0.711765	0.0270806	257.264	900.736	107.869	17.1306	ENSG00000162889	Mapkapk2	mouse	Other genes	0.9275
ENSG00000162891-Il20	0.158845	0.364565	0.435712	156.567	371.433	43.3735	52.6265	ENSG00000162891	Il20	mouse	Other genes	0.75
ENSG00000162892-Il24	0.282321	0.481308	0.58657	185.016	432.984	62.8514	101.149	ENSG00000162892	Il24	mouse	Other genes	0.5863636363636363
ENSG00000162894-Fcmr	0.275492	0.585253	0.470723	336.097	827.903	127.007	188.993	ENSG00000162894	Fcmr	mouse	Other genes	0.5542452830188679
ENSG00000162896-Pigr	0.21909	0.673191	0.32545	548.813	1740.19	225.283	329.717	ENSG00000162896	Pigr	mouse	Other genes	0.6489637305699482
ENSG00000162897-Fcamr	0.380064	0.523948	0.725385	511.036	1141.96	181.957	335.043	ENSG00000162897	Fcamr	mouse	Other genes	0.4700162074554295
ENSG00000162909-Capn2	0.0310332	0.917317	0.0338303	449.109	1650.89	209.834	50.1657	ENSG00000162909	Capn2	mouse	Other genes	0.9385714285714286
ENSG00000162910-Mrpl55	0.201139	1.04022	0.193362	98.6282	285.372	51.807	50.193	ENSG00000162910	Mrpl55	mouse	Other genes	0.6791044776119403
ENSG00000162923-Wdr26	0.00929888	0.324619	0.0286455	510.653	1412.35	130.952	13.0481	ENSG00000162923	Wdr26	mouse	Other genes	0.8265440210249672
ENSG00000162924-Rel	0.132058	0.540683	0.244243	437.103	1311.9	154.152	157.848	ENSG00000162924	Rel	mouse	Other genes	0.7550675675675675
ENSG00000162927-Pus10	0.0712626	0.453099	0.157278	443.845	1137.16	141.857	77.1426	ENSG00000162927	Pus10	mouse	Other genes	0.6608946608946609
ENSG00000162928-Pex13	0.0455323	0.349233	0.130378	330.681	878.319	88.4149	38.5851	ENSG00000162928	Pex13	mouse	Other genes	0.908641975308642
ENSG00000162929-0610010F05Rik	0.0597486	0.388106	0.153949	576.341	1577.66	163.987	90.0132	ENSG00000162929	0610010F05Rik	mouse	Other genes	0.8857938718662952
ENSG00000162931-Trim17	0.122849	2.91182	0.0421899	275.881	1155.12	164.708	130.292	ENSG00000162931	Trim17	mouse	Other genes	0.7651991614255765
ENSG00000162944-Rftn2	0.11486	0.683015	0.168166	430.234	1069.77	177.735	113.265	ENSG00000162944	Rftn2	mouse	Other genes	0.7590132827324478
ENSG00000162946-Disc1	0.307338	0.74232	0.414023	720.536	1781.46	311.837	445.163	ENSG00000162946	Disc1	mouse	Other genes	0.5447338618346546
ENSG00000162949-Capn13	0.209084	0.641188	0.326089	502.932	1480.07	202.793	269.207	ENSG00000162949	Capn13	mouse	Other genes	0.6686478454680534
ENSG00000162951-Lrrtm1	0.0134687	0.567303	0.0237416	285.626	1277.37	104.956	17.0444	ENSG00000162951	Lrrtm1	mouse	Other genes	0.9694072657743786
ENSG00000162959-Memo1	0.00296943	0.175009	0.0169674	216.136	674.864	33.0	2.0	ENSG00000162959	Memo1	mouse	Other genes	0.9932659932659933
ENSG00000162961-Dpy30	0.00984721	0.266781	0.0369113	92.5606	204.439	20.0	2.0	ENSG00000162961	Dpy30	mouse	Other genes	0.9797979797979798
ENSG00000162971-Tyw5	0.154557	0.774984	0.199433	224.353	717.647	97.8139	100.186	ENSG00000162971	Tyw5	mouse	Other genes	0.7704402515723271
ENSG00000162972-Maip1	0.143788	0.432027	0.332822	259.452	613.548	81.2232	79.7768	ENSG00000162972	Maip1	mouse	Other genes	0.7731958762886598
ENSG00000162975-Kcnf1	0.0147413	1.98053	0.00744309	227.703	1251.3	137.735	18.2646	ENSG00000162975	Kcnf1	mouse	Other genes	0.9407114624505929
ENSG00000162976-Pqlc3	0.087844	0.589163	0.1491	178.836	427.164	66.6581	35.3419	ENSG00000162976	Pqlc3	mouse	Other genes	0.8514851485148515
ENSG00000162980-Arl5a	0.00489819	0.561428	0.00872452	127.351	409.649	47.0	2.0	ENSG00000162980	Arl5a	mouse	Other genes	0.9888268156424581
ENSG00000162981-Lratd1	0.0149559	1.21358	0.0123237	129.87	746.13	61.9557	11.0443	ENSG00000162981	Lratd1	mouse	Other genes	0.9623287671232876
ENSG00000162989-Kcnj3	0.00447373	0.320032	0.013979	381.756	1121.24	96.0	5.0	ENSG00000162989	Kcnj3	mouse	Other genes	0.9900199600798403
ENSG00000162992-Neurod1	0.00982963	0.545359	0.0180242	248.689	819.311	88.0	8.0	ENSG00000162992	Neurod1	mouse	Other genes	0.9747899159663865
ENSG00000162994-Clhc1	0.182174	0.404362	0.450523	441.015	1313.99	130.061	210.939	ENSG00000162994	Clhc1	mouse	Other genes	0.6850921273031826
ENSG00000162998-Frzb	0.0378452	0.429762	0.0880608	234.288	734.712	72.9033	27.0967	ENSG00000162998	Frzb	mouse	Other genes	0.9138461538461539
ENSG00000162999-Dusp19	0.0980346	0.43565	0.225031	168.618	479.382	53.0628	43.9372	ENSG00000162999	Dusp19	mouse	Other genes	0.8099547511312217
ENSG00000163001-Cfap36	0.0461795	0.391669	0.117904	301.758	724.242	85.6507	32.3493	ENSG00000163001	Cfap36	mouse	Other genes	0.9067055393586005
ENSG00000163002-Nup35	0.0307055	0.626631	0.049001	243.266	731.734	92.0	22.0	ENSG00000163002	Nup35	mouse	Other genes	0.9294478527607362
ENSG00000163006-Ccdc138	0.124009	0.527379	0.235143	567.026	1421.97	200.488	161.512	ENSG00000163006	Ccdc138	mouse	Other genes	0.7697947214076246
ENSG00000163012-Zswim2	0.201687	0.506893	0.397888	524.62	1362.38	178.846	238.154	ENSG00000163012	Zswim2	mouse	Other genes	0.6787401574803149
ENSG00000163013-Fbxo41	0.0132851	0.697623	0.0190434	625.278	1993.72	267.767	26.2329	ENSG00000163013	Fbxo41	mouse	Other genes	0.9691428571428572
ENSG00000163017-Actg2	0.0	0.446736	3.05063e-12	253.231	874.769	81.0	0.0	ENSG00000163017	Actg2	mouse	Other genes	1.0
ENSG00000163026-Wdcp	0.243495	0.599121	0.40642	614.802	1506.2	236.815	310.185	ENSG00000163026	Wdcp	mouse	Other genes	0.6353591160220995
ENSG00000163029-Smc6	0.0447399	0.526581	0.0849629	720.518	2552.48	253.311	110.689	ENSG00000163029	Smc6	mouse	Other genes	0.8988149498632635
ENSG00000163032-Vsnl1	0.0	0.488368	-0.0	144.183	428.817	47.0	0.0	ENSG00000163032	Vsnl1	mouse	Other genes	1.0
ENSG00000163041-H3f3a	0.0	0.157226	-0.0	116.818	291.182	16.0	0.0	ENSG00000163041	H3f3a	mouse	RIHGs	1.0
ENSG00000163041-H3f3b	0.0	99.0	1.25685e-09	85.8442	322.156	100.0	4.00853e-05	ENSG00000163041	H3f3b	mouse	RIHGs	1.0
ENSG00000163050-Coq8a	0.0611532	1.18888	0.0514375	433.741	1495.26	221.359	87.641	ENSG00000163050	Coq8a	mouse	Other genes	0.8674884437596302
ENSG00000163053-Slc16a14	0.071349	0.77095	0.0925469	413.529	1116.47	187.26	75.7405	ENSG00000163053	Slc16a14	mouse	Other genes	0.87109375
ENSG00000163060-Tekt4	0.121594	4.02826	0.0301852	215.082	1089.92	163.804	122.196	ENSG00000163060	Tekt4	mouse	Other genes	0.7516778523489933
ENSG00000163064-En1	0.0250099	0.567458	0.0440736	304.912	859.088	114.916	21.0837	ENSG00000163064	En1	mouse	Other genes	0.9111111111111111
ENSG00000163069-Sgcb	0.0257048	0.938606	0.0273861	277.426	676.574	135.939	17.0606	ENSG00000163069	Sgcb	mouse	Other genes	0.94375
ENSG00000163071-Spata18	0.16359	0.789512	0.207204	395.94	1179.06	173.883	173.117	ENSG00000163071	Spata18	mouse	Other genes	0.6903914590747331
ENSG00000163072-Nostrin	0.0959091	0.437669	0.219136	432.95	1085.05	133.744	97.2563	ENSG00000163072	Nostrin	mouse	Other genes	0.8260869565217391
ENSG00000163075-Cfap221	0.170092	0.702138	0.242249	684.754	1823.25	291.283	276.717	ENSG00000163075	Cfap221	mouse	Other genes	0.7214285714285714
ENSG00000163082-Sgpp2	0.0504137	0.497527	0.101328	300.103	761.897	101.923	37.0772	ENSG00000163082	Sgpp2	mouse	Other genes	0.8020050125313283
ENSG00000163083-Inhbb	0.0109846	1.20377	0.00912521	212.091	1008.91	106.0	11.0	ENSG00000163083	Inhbb	mouse	Other genes	0.9635036496350365
ENSG00000163092-Xirp2	0.164197	0.57833	0.283915	2394.86	7424.14	906.065	1087.93	ENSG00000163092	Xirp2	mouse	Other genes	0.5859605911330049
ENSG00000163104-Smarcad1	0.032533	0.652077	0.0498913	691.421	2368.58	267.645	75.355	ENSG00000163104	Smarcad1	mouse	Other genes	0.9230769230769231
ENSG00000163106-Hpgds	0.118757	0.552314	0.215017	165.226	431.774	60.6597	47.3403	ENSG00000163106	Hpgds	mouse	Other genes	0.8
ENSG00000163110-Pdlim5	0.0579744	0.537761	0.107807	482.964	1290.04	174.066	71.9344	ENSG00000163110	Pdlim5	mouse	Other genes	0.7117726657645467
ENSG00000163114-Pdha2	0.148359	0.846982	0.175162	300.541	863.459	144.975	116.025	ENSG00000163114	Pdha2	mouse	Other genes	0.7416879795396419
ENSG00000163116-Stpg2	0.25537	0.537797	0.474844	307.918	1045.08	109.428	225.572	ENSG00000163116	Stpg2	mouse	Other genes	0.4850615114235501
ENSG00000163121-Neurl3	0.183049	0.823727	0.222221	164.935	594.065	79.2699	95.7301	ENSG00000163121	Neurl3	mouse	Other genes	0.628158844765343
ENSG00000163125-Rprd2	0.0446822	0.26602	0.167965	1328.72	3021.28	287.318	130.682	ENSG00000163125	Rprd2	mouse	Other genes	0.8959459459459459
ENSG00000163126-Ankrd23	0.0928565	0.379009	0.244998	244.457	670.543	70.6576	58.3424	ENSG00000163126	Ankrd23	mouse	Other genes	0.8235294117647058
ENSG00000163131-Ctss	0.145022	0.546468	0.26538	245.413	747.587	89.7048	98.2952	ENSG00000163131	Ctss	mouse	Other genes	0.7214076246334311
ENSG00000163132-Msx1	0.029981	0.576095	0.0520418	225.698	683.302	87.9656	20.0344	ENSG00000163132	Msx1	mouse	Other genes	0.9372937293729373
ENSG00000163138-Pacrgl	0.0585642	0.687229	0.085218	204.705	539.295	84.6966	30.3034	ENSG00000163138	Pacrgl	mouse	Other genes	0.8870967741935484
ENSG00000163141-Bnipl	0.0820542	0.460987	0.177997	341.422	723.578	112.1	55.9002	ENSG00000163141	Bnipl	mouse	Other genes	0.8463687150837989
ENSG00000163145-C1qtnf7	0.0202925	0.522422	0.0388431	262.974	604.026	90.9204	12.0796	ENSG00000163145	C1qtnf7	mouse	Other genes	0.9425675675675675
ENSG00000163154-Tnfaip8l2	0.0307795	0.728604	0.0422445	146.588	405.412	63.8213	12.1787	ENSG00000163154	Tnfaip8l2	mouse	Other genes	0.9402173913043478
ENSG00000163155-Lysmd1	0.0925522	0.377268	0.245322	204.074	473.926	57.97	41.03	ENSG00000163155	Lysmd1	mouse	Other genes	0.8414096916299559
ENSG00000163156-Scnm1	0.104994	0.412276	0.254669	154.194	403.806	46.5308	39.4692	ENSG00000163156	Scnm1	mouse	Other genes	0.6565217391304348
ENSG00000163157-Tmod4	0.0169891	0.481699	0.0352691	260.868	774.132	85.9991	13.0009	ENSG00000163157	Tmod4	mouse	Other genes	0.9623188405797102
ENSG00000163159-Vps72	0.0148648	0.589912	0.0251983	340.388	751.612	131.957	11.0426	ENSG00000163159	Vps72	mouse	Other genes	0.9592391304347826
ENSG00000163161-Ercc3	0.0203764	0.759971	0.0268121	603.365	1742.63	259.982	35.0184	ENSG00000163161	Ercc3	mouse	Other genes	0.9578544061302682
ENSG00000163162-Rnf149	0.126755	0.460813	0.275069	323.881	855.119	108.484	99.5163	ENSG00000163162	Rnf149	mouse	Other genes	0.773067331670823
ENSG00000163166-Iws1	0.0464011	0.514272	0.0902266	541.572	1747.43	187.491	78.5091	ENSG00000163166	Iws1	mouse	Other genes	0.843065693430657
ENSG00000163170-Bola3	0.138225	0.964459	0.143318	81.401	239.599	41.8129	30.1871	ENSG00000163170	Bola3	mouse	Other genes	0.5584415584415584
ENSG00000163171-Cdc42ep3	0.0363602	0.590526	0.0615726	189.562	572.438	73.6909	20.3091	ENSG00000163171	Cdc42ep3	mouse	Other genes	0.9251968503937008
ENSG00000163191-S100a11	0.0858009	1.17529	0.0730039	54.9741	239.026	32.6274	19.3726	ENSG00000163191	S100a11	mouse	Other genes	0.819047619047619
ENSG00000163207-Ivl	0.501888	3.99483	0.125634	205.703	1183.3	182.63	427.37	ENSG00000163207	Ivl	mouse	Other genes	0.28135593220338984
ENSG00000163214-Dhx57	0.0765622	0.535859	0.142877	1220.18	2934.82	433.213	212.787	ENSG00000163214	Dhx57	mouse	Other genes	0.8689704823614111
ENSG00000163217-Bmp10	0.078359	0.65893	0.118919	356.294	906.706	140.905	67.0948	ENSG00000163217	Bmp10	mouse	Other genes	0.8537735849056604
ENSG00000163218-Pglyrp4	0.153237	0.655837	0.233652	297.339	818.661	118.941	113.059	ENSG00000163218	Pglyrp4	mouse	Other genes	0.7526595744680851
ENSG00000163219-Arhgap25	0.0701639	0.610821	0.114868	503.922	1434.08	194.244	95.7565	ENSG00000163219	Arhgap25	mouse	Other genes	0.8703703703703703
ENSG00000163220-S100a9	0.306417	1.0016	0.305927	63.4904	269.51	29.6021	67.3979	ENSG00000163220	S100a9	mouse	Other genes	0.5689655172413793
ENSG00000163235-Tgfa	0.0475643	0.482838	0.0985098	129.213	347.787	44.0	16.0	ENSG00000163235	Tgfa	mouse	Other genes	0.9006211180124224
ENSG00000163249-Ccnyl1	0.0203577	0.218875	0.0930108	268.786	706.214	49.8287	14.1713	ENSG00000163249	Ccnyl1	mouse	Other genes	0.861878453038674
ENSG00000163251-Fzd5	0.0137613	1.32679	0.0103719	287.142	1467.86	161.991	20.0093	ENSG00000163251	Fzd5	mouse	Other genes	0.9658119658119658
ENSG00000163254-Crygc	0.0699953	1.20331	0.0581688	101.677	420.323	60.9293	28.0707	ENSG00000163254	Crygc	mouse	Other genes	0.8457142857142858
ENSG00000163263-1700094D03Rik	0.140061	0.355534	0.393945	91.965	211.035	24.195	26.805	ENSG00000163263	1700094D03Rik	mouse	Other genes	0.7425742574257426
ENSG00000163273-Nppc	0.0425448	0.533055	0.0798131	85.9235	292.077	31.9448	12.0552	ENSG00000163273	Nppc	mouse	Other genes	0.9126984126984127
ENSG00000163281-Gnpda2	0.0137725	0.877745	0.0156908	168.445	659.555	77.0	9.0	ENSG00000163281	Gnpda2	mouse	Other genes	0.9710144927536232
ENSG00000163285-Gabrg1	0.0240356	0.58092	0.0413752	372.089	1019.91	141.903	24.0969	ENSG00000163285	Gabrg1	mouse	Other genes	0.9506437768240343
ENSG00000163288-Gabrb1	0.00856716	0.407733	0.0210117	365.11	1056.89	110.0	9.0	ENSG00000163288	Gabrb1	mouse	Other genes	0.9810126582278481
ENSG00000163291-Paqr3	0.0113869	0.32643	0.0348831	312.08	620.92	78.0	7.0	ENSG00000163291	Paqr3	mouse	Other genes	0.977491961414791
ENSG00000163293-Nipal1	0.0708216	0.51323	0.137992	369.418	860.582	126.995	58.0045	ENSG00000163293	Nipal1	mouse	Other genes	0.8581730769230769
ENSG00000163297-Antxr2	0.0908096	0.541311	0.167759	416.362	1044.64	151.878	89.1222	ENSG00000163297	Antxr2	mouse	Other genes	0.8463114754098361
ENSG00000163312-Helq	0.168356	0.843802	0.199521	904.444	2362.56	413.099	354.901	ENSG00000163312	Helq	mouse	Other genes	0.7103209019947961
ENSG00000163319-Mrps18c	0.0836902	0.461187	0.181467	101.036	315.964	33.0	25.0	ENSG00000163319	Mrps18c	mouse	Other genes	0.7808219178082192
ENSG00000163320-Cggbp1	0.00839361	0.349837	0.0239929	141.321	359.679	39.0	3.0	ENSG00000163320	Cggbp1	mouse	Other genes	0.9820359281437125
ENSG00000163322-Abraxas1	0.169201	0.785739	0.21534	301.754	919.246	134.179	138.821	ENSG00000163322	Abraxas1	mouse	Other genes	0.6981132075471698
ENSG00000163328-Gpr155	0.0555278	0.558477	0.0994272	750.992	1853.01	274.026	98.974	ENSG00000163328	Gpr155	mouse	Other genes	0.8856172140430351
ENSG00000163331-Dapl1	0.111903	0.453084	0.24698	102.391	218.609	32.4319	22.5681	ENSG00000163331	Dapl1	mouse	Other genes	0.8130841121495327
