gene_name	n_syn	n_mis	n_non	n_spl	n_ind	wmis_cv	wnon_cv	wspl_cv	wind_cv	pmis_cv	ptrunc_cv	pallsubs_cv	pind_cv	qmis_cv	qtrunc_cv	qallsubs_cv	qind_cv	pglobal_cv	qglobal_cv	non_nsite	mis_nsite	ssite
IRGC	2	2	0	0	0	1.547438498	0.0	0.0	0.0	0.571655309	0.824552722	0.831160322	1.0	0.824969255	0.942412671	0.977167932	1.0	0.984868942	1.0	7.252641000000003e-07	2.4053773199999942e-05	1.2473327199999995e-05
CCL27	0	0	0	0	0	0.0	0.0	0.0	0.0	0.562761764	0.851656865	0.831199451	1.0	0.823262185	0.942412671	0.977167932	1.0	0.984876177	1.0	2.2025499999999996e-07	2.865485299999999e-06	1.2524694999999996e-06
PROCA1	0	1	0	0	0	1.835821678	0.0	0.0	0.0	0.584278234	0.791882332	0.831199953	1.0	0.826620841	0.942412671	0.977167932	1.0	0.98487627	1.0	1.4009320000000005e-06	2.8629792300000303e-05	1.268631689999999e-05
DGKI	1	1	0	0	0	0.771636758	0.0	0.0	0.0	0.78937608	0.583594904	0.831210048	1.0	0.910074723	0.942412671	0.977167932	1.0	0.984878136	1.0	6.42425240000001e-06	0.00011916289739999958	4.290266590000012e-05
MCPH1	2	1	0	0	0	0.653836069	0.0	0.0	0.0	0.652578447	0.680951689	0.831233554	1.0	0.847785689	0.942412671	0.977167932	1.0	0.984882481	1.0	2.2699496999999982e-06	5.23936622000001e-05	2.186311269999995e-05
ARTN	0	0	0	0	0	0.0	0.0	0.0	0.0	0.554714463	0.88561639	0.831294067	1.0	0.821334838	0.942412671	0.977167932	1.0	0.984893665	1.0	1.4200352999999963e-06	4.902568060000022e-05	2.3709048199999943e-05
KLHDC10	0	1	0	0	0	1.686777645	0.0	0.0	0.0	0.633532647	0.707575209	0.831348878	1.0	0.841847966	0.942412671	0.977167932	1.0	0.98490379	1.0	1.473460499999999e-06	2.173744629999999e-05	8.309077099999995e-06
ZNF311	1	2	0	0	0	1.007658578	0.0	0.0	0.0	0.991601765	0.543626303	0.831462697	1.0	0.996198137	0.942412671	0.977167932	1.0	0.984924806	1.0	1.6522263000000006e-06	1.997678229999994e-05	6.808041799999999e-06
LAMTOR4	0	0	0	0	0	0.0	0.0	0.0	0.0	0.550547441	0.910046234	0.831500937	1.0	0.820370234	0.942412671	0.977167932	1.0	0.984931862	1.0	2.3131909999999995e-07	6.894593900000006e-06	3.092051399999998e-06
FNDC8	0	1	0	0	0	1.873427193	0.0	0.0	0.0	0.572927205	0.822036764	0.831529248	1.0	0.825159032	0.942412671	0.977167932	1.0	0.984937086	1.0	2.605645e-07	9.509857300000014e-06	4.3301642e-06
SNX27	1	1	0	0	0	1.644240144	0.0	0.0	0.0	0.648908068	0.689057823	0.831568625	1.0	0.846807924	0.942412671	0.977167932	1.0	0.98494435	1.0	4.330580499999998e-06	4.6502061299999896e-05	2.0487338000000034e-05
KCNK16	1	1	0	0	0	1.872195207	0.0	0.0	0.0	0.573216858	0.821572145	0.831621437	1.0	0.825260328	0.942412671	0.977167932	1.0	0.984954089	1.0	1.2665574999999999e-06	3.8609979700000205e-05	1.6699264300000082e-05
KLRG1	0	0	0	0	0	0.0	0.0	0.0	0.0	0.562193432	0.856300969	0.831696123	1.0	0.823262185	0.942412671	0.977167932	1.0	0.984967856	1.0	7.367489000000005e-07	1.2170670499999983e-05	4.824065200000012e-06
PUM2	0	1	0	0	0	0.711091324	0.0	0.0	0.0	0.721871377	0.621194544	0.831712371	1.0	0.876343064	0.942412671	0.977167932	1.0	0.98497085	1.0	1.1215347799999968e-05	0.00017629918199999972	5.9950457200000075e-05
TP53I11	0	0	0	0	0	0.0	0.0	0.0	0.0	0.553910938	0.892733006	0.831743537	1.0	0.82115518	0.942412671	0.977167932	1.0	0.984976592	1.0	2.637122999999998e-06	8.302657030000118e-05	4.10803470999999e-05
SPOCD1	0	1	0	0	0	0.64621503	0.0	0.0	0.0	0.643247508	0.693118748	0.831843412	1.0	0.844132254	0.942412671	0.977167932	1.0	0.984994987	1.0	4.573494800000002e-06	0.00013569939729999962	5.5863882800000247e-05
KIAA0408	0	2	0	0	0	1.33845366	0.0	0.0	0.0	0.699972657	0.641273869	0.831847494	1.0	0.86777053	0.942412671	0.977167932	1.0	0.984995738	1.0	1.917177900000001e-06	2.8129273799999967e-05	1.0453733100000005e-05
EIF4EBP2	0	0	0	0	0	0.0	0.0	0.0	0.0	0.557345147	0.87729315	0.831910742	1.0	0.822491245	0.942412671	0.977167932	1.0	0.98500738	1.0	1.6064200000000004e-07	3.676060499999993e-06	1.455228599999999e-06
BCAS4	0	0	0	0	0	0.0	0.0	0.0	0.0	0.56320517	0.853952567	0.831965073	1.0	0.823262185	0.942412671	0.977167932	1.0	0.985017377	1.0	4.831844e-07	1.9770835700000025e-05	9.365697600000006e-06
MORN4	0	0	0	0	0	0.0	0.0	0.0	0.0	0.563390695	0.853499303	0.832008882	1.0	0.823262185	0.942412671	0.977167932	1.0	0.985025435	1.0	9.324265000000004e-07	1.4241665200000048e-05	5.126773300000004e-06
MR1	0	1	0	0	0	1.791136858	0.0	0.0	0.0	0.598303377	0.765106939	0.832020513	1.0	0.828322748	0.942412671	0.977167932	1.0	0.985027574	1.0	2.0553984999999995e-06	3.123537600000001e-05	1.3762286900000015e-05
MIEN1	0	0	0	0	0	0.0	0.0	0.0	0.0	0.558015852	0.875257623	0.83206445	1.0	0.822648866	0.942412671	0.977167932	1.0	0.985035653	1.0	3.0353399999999986e-07	6.377632899999999e-06	2.764112699999997e-06
C12orf79	0	0	0	0	0	0.0	0.0	0.0	0.0	0.558802219	0.872276565	0.832135742	1.0	0.822894877	0.942412671	0.977167932	1.0	0.985048756	1.0	5.070906000000004e-07	7.548848200000007e-06	2.692010200000008e-06
ARSJ	0	1	0	0	0	0.658092257	0.0	0.0	0.0	0.658133294	0.676829601	0.832198468	1.0	0.851004796	0.942412671	0.977167932	1.0	0.985060281	1.0	2.141355999999994e-06	3.493026809999978e-05	1.4128421699999931e-05
SLC4A2	2	3	0	0	0	0.933117396	0.0	0.0	0.0	0.906829711	0.551145558	0.832208808	1.0	0.962778188	0.942412671	0.977167932	1.0	0.98506218	1.0	8.090524999999991e-06	0.00025978665869999334	0.0001105874549000014
RSG1	0	1	0	0	0	1.917062958	0.0	0.0	0.0	0.560245834	0.867793	0.832221782	1.0	0.823181413	0.942412671	0.977167932	1.0	0.985064563	1.0	1.771639000000001e-07	1.0086751600000004e-05	4.349526100000002e-06
AAED1	0	0	0	0	0	0.0	0.0	0.0	0.0	0.560309407	0.866629543	0.832245813	1.0	0.823181413	0.942412671	0.977167932	1.0	0.985068976	1.0	2.1937739999999996e-07	6.037378899999993e-06	2.567882399999999e-06
ZNF492	0	0	0	0	0	0.0	0.0	0.0	0.0	0.560996169	0.863994255	0.832268326	1.0	0.823262185	0.942412671	0.977167932	1.0	0.985073109	1.0	7.96952e-07	1.316609450000001e-05	4.416096799999991e-06
NPB	0	0	0	0	0	0.0	0.0	0.0	0.0	0.549489177	0.924969115	0.832325653	1.0	0.81974525	0.944982059	0.977167932	1.0	0.985083633	1.0	3.075932e-07	9.399392200000032e-06	5.113754199999997e-06
REM2	1	1	0	0	0	1.863981793	0.0	0.0	0.0	0.575664869	0.817647088	0.832332217	1.0	0.826370458	0.942412671	0.977167932	1.0	0.985084837	1.0	7.389026999999999e-07	1.8218233499999915e-05	7.919450000000001e-06
TSEN34	0	1	0	0	0	1.821423447	0.0	0.0	0.0	0.58873218	0.785841924	0.832363983	1.0	0.827233322	0.942412671	0.977167932	1.0	0.985090666	1.0	2.039243199999997e-06	4.774935559999894e-05	2.2148083200000216e-05
MED18	0	1	0	0	0	1.838847999	0.0	0.0	0.0	0.583349789	0.79823606	0.832382628	1.0	0.826620841	0.942412671	0.977167932	1.0	0.985094087	1.0	6.115365999999999e-07	1.3859775199999995e-05	4.0036963999999966e-06
MAPK8	0	1	0	0	0	1.771767799	0.0	0.0	0.0	0.60457242	0.75457763	0.832385438	1.0	0.830359119	0.942412671	0.977167932	1.0	0.985094603	1.0	4.957003500000007e-06	7.991269099999988e-05	2.7835472700000023e-05
RUSC1	0	2	0	0	0	1.454091698	0.0	0.0	0.0	0.624864802	0.722748323	0.832414491	1.0	0.837672872	0.942412671	0.977167932	1.0	0.985099932	1.0	3.2330609999999932e-06	9.068903649999946e-05	3.634133209999999e-05
C19orf33	0	0	0	0	0	0.0	0.0	0.0	0.0	0.557480191	0.880167683	0.832469708	1.0	0.822491245	0.942412671	0.977167932	1.0	0.985110059	1.0	9.23036e-08	6.421842999999993e-06	3.177136299999999e-06
COX5A	0	0	0	0	0	0.0	0.0	0.0	0.0	0.558150619	0.87746887	0.832523858	1.0	0.822648866	0.942412671	0.977167932	1.0	0.985119986	1.0	5.760138e-07	2.239404800000002e-05	7.277046800000018e-06
TMEM138	0	0	0	0	0	0.0	0.0	0.0	0.0	0.561400975	0.864365229	0.832625661	1.0	0.823262185	0.942412671	0.977167932	1.0	0.985138639	1.0	5.052612999999999e-07	9.155130900000034e-06	3.5555301000000004e-06
HPS5	0	2	0	0	0	1.290248083	0.0	0.0	0.0	0.734847336	0.617832084	0.832635513	1.0	0.882567365	0.942412671	0.977167932	1.0	0.985140444	1.0	5.1124168000000105e-06	9.702664019999961e-05	3.6180860900000155e-05
MRPS22	0	1	0	0	0	1.703089195	0.0	0.0	0.0	0.627783547	0.71854474	0.83265156	1.0	0.838977103	0.942412671	0.977167932	1.0	0.985143383	1.0	3.787450700000002e-06	5.190180030000009e-05	1.7621812000000014e-05
PGP	0	1	0	0	0	1.906790432	0.0	0.0	0.0	0.563185323	0.85884797	0.832679039	1.0	0.823262185	0.942412671	0.977167932	1.0	0.985148415	1.0	2.865699e-07	9.7218937e-06	4.8632865000000045e-06
COX5B	0	0	0	0	0	0.0	0.0	0.0	0.0	0.564013003	0.854848	0.832713409	1.0	0.823262185	0.942412671	0.977167932	1.0	0.985154708	1.0	2.303556e-07	3.7272068999999955e-06	1.5616916000000005e-06
C1QTNF9B	0	0	0	0	0	0.0	0.0	0.0	0.0	0.552742176	0.906953694	0.83275591	1.0	0.821131363	0.942412671	0.977167932	1.0	0.985162487	1.0	2.0609270000000006e-06	2.4279625800000083e-05	1.1516142800000008e-05
GRSF1	0	1	0	0	0	1.652335286	0.0	0.0	0.0	0.64598707	0.695227201	0.832783886	1.0	0.845749375	0.942412671	0.977167932	1.0	0.985167607	1.0	3.827888799999992e-06	5.6587191299999705e-05	2.1991928500000044e-05
PDCD5	0	0	0	0	0	0.0	0.0	0.0	0.0	0.563082247	0.858821814	0.832808119	1.0	0.823262185	0.942412671	0.977167932	1.0	0.985172041	1.0	5.04631e-07	1.0086347500000026e-05	4.308282800000002e-06
MUSTN1	0	0	0	0	0	0.0	0.0	0.0	0.0	0.559902859	0.871885656	0.832864235	1.0	0.82317362	0.942412671	0.977167932	1.0	0.985182305	1.0	8.287448999999998e-07	1.0422528199999999e-05	4.311479800000007e-06
C4orf36	0	0	0	0	0	0.0	0.0	0.0	0.0	0.557176958	0.884202254	0.83287738	1.0	0.822432707	0.942412671	0.977167932	1.0	0.985184709	1.0	5.633520999999993e-07	1.3096278099999978e-05	5.514985400000008e-06
SLC45A3	0	2	0	0	0	1.487492069	0.0	0.0	0.0	0.605206636	0.755608064	0.832927878	1.0	0.830635954	0.942412671	0.977167932	1.0	0.985193942	1.0	6.506972000000001e-07	2.0677771899999975e-05	9.671827200000013e-06
IFITM1	0	0	0	0	0	0.0	0.0	0.0	0.0	0.553339137	0.905051883	0.832961564	1.0	0.821131363	0.942412671	0.977167932	1.0	0.9852001	1.0	2.806478999999999e-07	1.1455658699999979e-05	6.767742600000013e-06
ITGAM	0	1	0	0	0	0.680368963	0.0	0.0	0.0	0.685456168	0.65173356	0.832979565	1.0	0.861915978	0.942412671	0.977167932	1.0	0.985203389	1.0	3.2504917999999983e-06	8.147472039999987e-05	3.806096179999997e-05
EIF4E	0	0	0	0	0	0.0	0.0	0.0	0.0	0.576023807	0.818222009	0.833048903	1.0	0.826370458	0.942412671	0.977167932	1.0	0.985216058	1.0	2.2166700999999986e-06	2.709764489999993e-05	1.0036770999999994e-05
PPIL3	0	0	0	0	0	0.0	0.0	0.0	0.0	0.566502052	0.847985039	0.833115324	1.0	0.823347409	0.942412671	0.977167932	1.0	0.985228188	1.0	1.6058326000000005e-06	2.601488100000016e-05	1.0307583400000006e-05
UBAP2L	0	2	0	0	0	1.256326129	0.0	0.0	0.0	0.760772914	0.603472865	0.833130869	1.0	0.895525346	0.942412671	0.977167932	1.0	0.985231026	1.0	1.1681466000000048e-05	0.0001654267953999981	6.925623350000052e-05
OOSP2	0	0	0	0	0	0.0	0.0	0.0	0.0	0.557653785	0.884201429	0.833224091	1.0	0.822491245	0.942412671	0.977167932	1.0	0.98524804	1.0			
HINT1	0	0	0	0	0	0.0	0.0	0.0	0.0	0.560384221	0.872608817	0.833333611	1.0	0.823222303	0.942412671	0.977167932	1.0	0.985268015	1.0	4.6883260000000006e-07	1.713149030000006e-05	6.141375399999987e-06
DPPA5	0	0	0	0	0	0.0	0.0	0.0	0.0	0.559392231	0.877928546	0.833497166	1.0	0.823013989	0.942412671	0.977167932	1.0	0.985297818	1.0	1.939617e-07	3.305589900000002e-06	1.3785876999999997e-06
VMA21	0	0	0	0	0	0.0	0.0	0.0	0.0	0.565252628	0.85469057	0.833562625	1.0	0.823337725	0.942412671	0.977167932	1.0	0.985309737	1.0			
SOGA2	1	4	0	0	0	1.041606766	0.0	0.0	0.0	0.938290035	0.550357364	0.833602747	1.0	0.975518829	0.942412671	0.977167932	1.0	0.98531704	1.0	1.3424238100000046e-05	0.00032973028979999973	0.0001454066517000025
SPATA21	0	1	0	0	0	1.843379573	0.0	0.0	0.0	0.581964511	0.806169686	0.83362243	1.0	0.826620841	0.942412671	0.977167932	1.0	0.985320622	1.0	1.7562853000000003e-06	4.0183163699999904e-05	1.720373220000003e-05
LCE3E	0	0	0	0	0	0.0	0.0	0.0	0.0	0.559186682	0.879790659	0.833647226	1.0	0.823013989	0.942412671	0.977167932	1.0	0.985325134	1.0	1.9464390000000001e-07	3.1229177999999996e-06	1.2013017e-06
ZC3H4	1	2	0	0	0	0.861586819	0.0	0.0	0.0	0.833276074	0.570497184	0.833672509	1.0	0.930620144	0.942412671	0.977167932	1.0	0.985329734	1.0	2.241301e-06	4.9241241400000126e-05	2.3127942100000057e-05
RNF32	1	1	0	0	0	1.735313543	0.0	0.0	0.0	0.616624043	0.737865338	0.833690974	1.0	0.834112771	0.942412671	0.977167932	1.0	0.985333093	1.0	5.625143900000021e-06	7.662995309999915e-05	3.062686309999993e-05
ZNF439	1	1	0	0	0	0.696475994	0.0	0.0	0.0	0.704625107	0.637276954	0.833695735	1.0	0.870386873	0.942412671	0.977167932	1.0	0.985333959	1.0	2.1761982000000003e-06	2.8401081499999984e-05	9.801502200000015e-06
RNF11	0	0	0	0	0	0.0	0.0	0.0	0.0	0.563597777	0.861647501	0.833701175	1.0	0.823262185	0.942412671	0.977167932	1.0	0.985334948	1.0	2.477446e-07	4.336025400000006e-06	1.6657105999999993e-06
MAPK8IP2	1	2	0	0	0	1.463637712	0.0	0.0	0.0	0.619001159	0.734847384	0.83373323	1.0	0.835185873	0.942412671	0.977167932	1.0	0.985340778	1.0	3.201934800000007e-06	0.00011534164499999876	5.76432146000003e-05
PRAME	3	2	0	0	0	1.403921339	0.0	0.0	0.0	0.655624897	0.686842249	0.833810212	1.0	0.849898537	0.942412671	0.977167932	1.0	0.985354773	1.0	7.344002000000012e-06	0.00011698616920000093	5.0244133799999856e-05
NDP	0	0	0	0	0	0.0	0.0	0.0	0.0	0.564295351	0.860471356	0.833980246	1.0	0.823262185	0.942412671	0.977167932	1.0	0.985385659	1.0			
ATAT1	0	1	0	0	0	0.897089866	0.0	0.0	0.0	0.913078219	0.552943434	0.834004506	1.0	0.965679518	0.942412671	0.977167932	1.0	0.985390063	1.0	6.036737600000001e-06	8.213195149999996e-05	2.8530251699999947e-05
CYTL1	0	0	0	0	0	0.0	0.0	0.0	0.0	0.564719155	0.859195859	0.834043295	1.0	0.823301531	0.942412671	0.977167932	1.0	0.985397103	1.0	1.1527649999999999e-07	5.282038999999997e-06	2.536735099999999e-06
SLC9A5	1	1	0	0	0	0.680314393	0.0	0.0	0.0	0.685277699	0.654047501	0.834065532	1.0	0.861915978	0.942412671	0.977167932	1.0	0.985401138	1.0	1.9178904999999993e-06	4.5783212699999966e-05	1.8946586000000065e-05
SRFBP1	0	1	0	0	0	1.725644671	0.0	0.0	0.0	0.619986377	0.733653217	0.834076589	1.0	0.835620294	0.942412671	0.977167932	1.0	0.985403144	1.0	9.503820000000002e-07	1.0596471700000028e-05	3.922022599999998e-06
TTC17	0	2	0	0	0	1.228170651	0.0	0.0	0.0	0.783207099	0.593701946	0.8340851	1.0	0.907120066	0.942412671	0.977167932	1.0	0.985404688	1.0	3.7696192000000018e-06	5.7571191100000057e-05	2.1569883199999988e-05
DNASE2	0	1	0	0	0	1.825998552	0.0	0.0	0.0	0.587310303	0.795085683	0.834118057	1.0	0.82700701	0.942412671	0.977167932	1.0	0.985410667	1.0	1.2352513000000009e-06	2.3094415600000052e-05	1.1527559300000014e-05
UBAP2	0	2	0	0	0	1.23275035	0.0	0.0	0.0	0.779499887	0.595583221	0.834166645	1.0	0.905423062	0.942412671	0.977167932	1.0	0.985419478	1.0	1.0874904299999999e-05	0.00019186104099999684	8.48955913999995e-05
LRPAP1	0	1	0	0	0	1.834958185	0.0	0.0	0.0	0.584543633	0.801877777	0.834182388	1.0	0.826620841	0.942412671	0.977167932	1.0	0.985422332	1.0	5.822190999999999e-07	1.6705769599999983e-05	9.134825900000002e-06
ACP6	0	1	0	0	0	1.7579582	0.0	0.0	0.0	0.609114642	0.751738193	0.834186371	1.0	0.831450545	0.942412671	0.977167932	1.0	0.985423055	1.0	8.19617e-07	1.9166591999999927e-05	8.415004800000004e-06
LRCH4	0	1	0	0	0	0.690630826	0.0	0.0	0.0	0.69778197	0.643691999	0.834245838	1.0	0.867111624	0.942412671	0.977167932	1.0	0.985433834	1.0	1.3034595e-06	3.4467971500000164e-05	1.5336898899999984e-05
TSHZ3	4	4	0	0	0	1.257824127	0.0	0.0	0.0	0.67034071	0.673186269	0.834360236	1.0	0.855606196	0.942412671	0.977167932	1.0	0.985454558	1.0	1.1570156e-06	3.7487478100000164e-05	1.8101627499999964e-05
CEMP1	0	1	0	0	0	1.839981461	0.0	0.0	0.0	0.583002739	0.806348046	0.834364631	1.0	0.826620841	0.942412671	0.977167932	1.0	0.985455354	1.0	8.441751000000005e-07	1.576189190000003e-05	6.801110300000006e-06
FEV	0	0	0	0	0	0.0	0.0	0.0	0.0	0.555975723	0.901081091	0.834392249	1.0	0.821949336	0.942412671	0.977167932	1.0	0.985460355	1.0	3.044247e-07	7.183044799999994e-06	3.4559162999999984e-06
SETD7	0	1	0	0	0	1.813532377	0.0	0.0	0.0	0.591199236	0.787263117	0.834392948	1.0	0.827953832	0.942412671	0.977167932	1.0	0.985460481	1.0	1.1156916000000023e-06	2.8222591900000037e-05	1.3166543900000028e-05
GAPDH	0	1	0	0	0	1.855320263	0.0	0.0	0.0	0.578342565	0.818861616	0.83445283	1.0	0.826620841	0.942412671	0.977167932	1.0	0.985471321	1.0	1.360849199999999e-06	4.851106190000008e-05	2.267785650000003e-05
FAM89A	0	0	0	0	0	0.0	0.0	0.0	0.0	0.562364433	0.871310126	0.834535378	1.0	0.823262185	0.942412671	0.977167932	1.0	0.985486256	1.0	2.776189e-07	5.567101699999994e-06	3.0061816000000016e-06
ANXA13	0	1	0	0	0	1.713739899	0.0	0.0	0.0	0.624079921	0.72880928	0.83459984	1.0	0.837465445	0.942412671	0.977167932	1.0	0.985497913	1.0	1.1792787999999992e-06	2.681380140000008e-05	1.2944535199999995e-05
ABHD3	0	1	0	0	0	1.762264628	0.0	0.0	0.0	0.607691614	0.755433424	0.834603363	1.0	0.831196657	0.942412671	0.977167932	1.0	0.98549855	1.0	1.894671600000003e-06	2.8623758999999935e-05	1.1124458299999983e-05
TTC9	0	0	0	0	0	0.0	0.0	0.0	0.0	0.566695444	0.854848673	0.834613617	1.0	0.82338126	0.942412671	0.977167932	1.0	0.985500404	1.0	4.642717e-07	6.374254099999988e-06	2.8204824999999966e-06
EIF5A2	0	0	0	0	0	0.0	0.0	0.0	0.0	0.561371681	0.876184297	0.834639905	1.0	0.823262185	0.942412671	0.977167932	1.0	0.985505156	1.0	5.275448000000002e-07	1.236229929999999e-05	4.220305799999994e-06
CLEC2B	0	0	0	0	0	0.0	0.0	0.0	0.0	0.574230136	0.830448189	0.834716081	1.0	0.82576473	0.942412671	0.977167932	1.0	0.985518922	1.0	5.313797e-07	6.6518328000000025e-06	2.2771209000000027e-06
CSNK1G1	0	1	0	0	0	1.562313703	0.0	0.0	0.0	0.680699153	0.662726198	0.83475201	1.0	0.859681404	0.942412671	0.977167932	1.0	0.985525413	1.0	5.4570449999999985e-06	4.687840389999967e-05	1.618271789999997e-05
BTBD11	0	1	0	0	0	0.665022352	0.0	0.0	0.0	0.666716482	0.673230973	0.834777	1.0	0.85399944	0.942412671	0.977167932	1.0	0.985529926	1.0	5.586788099999981e-06	0.0001365341216999976	6.663082540000008e-05
CNIH4	0	0	0	0	0	0.0	0.0	0.0	0.0	0.572355325	0.836539437	0.834786486	1.0	0.825086543	0.942412671	0.977167932	1.0	0.985531639	1.0	8.292028000000002e-07	1.0752693500000027e-05	4.12631829999998e-06
SLU7	0	1	0	0	0	1.640492411	0.0	0.0	0.0	0.650371217	0.694514866	0.834792255	1.0	0.847256895	0.942412671	0.977167932	1.0	0.985532681	1.0	2.588000900000002e-06	2.3814550600000115e-05	7.743132699999984e-06
PCSK6	3	2	0	0	0	1.215617647	0.0	0.0	0.0	0.793194677	0.590155571	0.834796414	1.0	0.912404776	0.942412671	0.977167932	1.0	0.985533432	1.0	8.179350500000023e-06	0.00016339589729999555	8.009751619999992e-05
PSENEN	0	0	0	0	0	0.0	0.0	0.0	0.0	0.572087515	0.837433716	0.83479682	1.0	0.82502334	0.942412671	0.977167932	1.0	0.985533505	1.0	5.990586999999997e-07	8.016096699999995e-06	2.8392704e-06
CMTM6	0	0	0	0	0	0.0	0.0	0.0	0.0	0.560041069	0.883258478	0.834809028	1.0	0.82317362	0.942412671	0.977167932	1.0	0.985535709	1.0	2.7372369999999997e-07	4.3615001999999995e-06	1.8357388000000013e-06
IL5	0	0	0	0	0	0.0	0.0	0.0	0.0	0.564272183	0.865156365	0.834819558	1.0	0.823262185	0.942412671	0.977167932	1.0	0.98553761	1.0	2.7829969999999986e-07	4.733370900000006e-06	1.9216126000000003e-06
AC040977.1	0	0	0	0	0	0.0	0.0	0.0	0.0	0.559289979	0.886924179	0.834823471	1.0	0.823013989	0.942412671	0.977167932	1.0	0.985538317	1.0	1.852127e-07	4.899700799999997e-06	1.960820700000001e-06
IL2	0	0	0	0	0	0.0	0.0	0.0	0.0	0.563518635	0.868225551	0.834826796	1.0	0.823262185	0.942412671	0.977167932	1.0	0.985538917	1.0	1.6151710000000007e-07	3.141477099999998e-06	1.2465978999999992e-06
EIF1AD	0	0	0	0	0	0.0	0.0	0.0	0.0	0.564250579	0.865352933	0.834839436	1.0	0.823262185	0.942412671	0.977167932	1.0	0.985541199	1.0	1.3217567999999979e-06	3.5934372399999596e-05	1.2981794399999971e-05
SLURP1	0	0	0	0	0	0.0	0.0	0.0	0.0	0.562516261	0.87259753	0.834863146	1.0	0.823262185	0.942412671	0.977167932	1.0	0.985545478	1.0	2.084822e-07	3.913395200000003e-06	1.7026435999999998e-06
RP11-192H23.4	0	0	0	0	0	0.0	0.0	0.0	0.0	0.567105999	0.854894042	0.834912067	1.0	0.823446673	0.942412671	0.977167932	1.0	0.985554307	1.0	2.2140610999999975e-06	3.1815686599999985e-05	1.1241580099999966e-05
CCDC121	1	1	0	0	0	1.743290138	0.0	0.0	0.0	0.613933679	0.745727582	0.834972895	1.0	0.833673637	0.942412671	0.977167932	1.0	0.98556528	1.0	1.8600180999999998e-06	2.292069859999989e-05	9.105648800000017e-06
DR1	1	0	0	0	0	0.0	0.0	0.0	0.0	0.56150628	0.87776309	0.834993411	1.0	0.823262185	0.942412671	0.977167932	1.0	0.98556898	1.0	4.812206000000001e-07	8.331759000000019e-06	3.092279400000003e-06
NANOGNB	0	0	0	0	0	0.0	0.0	0.0	0.0	0.575401858	0.828969538	0.835181411	1.0	0.82625634	0.942412671	0.977167932	1.0	0.985602861	1.0	5.899155000000001e-07	4.992737299999992e-06	1.9718999000000006e-06
CLEC4G	0	0	0	0	0	0.0	0.0	0.0	0.0	0.565474477	0.862465102	0.835185755	1.0	0.823337725	0.942412671	0.977167932	1.0	0.985603643	1.0	5.684825999999996e-07	1.2398953399999987e-05	6.428315200000013e-06
RPRM	0	0	0	0	0	0.0	0.0	0.0	0.0	0.553097624	0.927069432	0.835212226	1.0	0.821131363	0.945902628	0.977167932	1.0	0.98560841	1.0	8.162300000000002e-08	3.2142406999999974e-06	1.4822144999999988e-06
OR10C1	0	2	0	0	0	1.546197205	0.0	0.0	0.0	0.57264486	0.839262579	0.835221068	1.0	0.825159032	0.942412671	0.977167932	1.0	0.985610002	1.0	2.006327999999999e-07	1.0714337300000001e-05	4.7229926000000065e-06
GSE1	2	2	0	0	0	0.771825854	0.0	0.0	0.0	0.709552885	0.63587935	0.835284513	1.0	0.872325816	0.942412671	0.977167932	1.0	0.985621424	1.0	4.465729300000012e-06	0.0001422060517000025	6.635459999999992e-05
SSNA1	0	0	0	0	0	0.0	0.0	0.0	0.0	0.560851259	0.882669723	0.83530237	1.0	0.823262185	0.942412671	0.977167932	1.0	0.985624637	1.0	1.421968e-07	3.2766997000000026e-06	1.5833758e-06
SCD5	0	1	0	0	0	1.847716953	0.0	0.0	0.0	0.580644143	0.816042397	0.835302828	1.0	0.826620841	0.942412671	0.977167932	1.0	0.98562472	1.0	1.0340568999999995e-06	2.4168660799999842e-05	9.374363200000005e-06
KCNA2	1	1	0	0	0	0.667106057	0.0	0.0	0.0	0.669163398	0.671888641	0.835311018	1.0	0.85528877	0.942412671	0.977167932	1.0	0.985626194	1.0	3.4957657000000044e-06	5.856081249999956e-05	2.1135779299999914e-05
HIST1H2AC	0	1	0	0	0	1.903911508	0.0	0.0	0.0	0.564014132	0.87017616	0.835344388	1.0	0.823262185	0.942412671	0.977167932	1.0	0.985632198	1.0	3.635055000000001e-07	1.1595619200000007e-05	5.310517799999995e-06
NCKIPSD	0	2	0	0	0	1.302080255	0.0	0.0	0.0	0.72607812	0.628243892	0.83535356	1.0	0.877750675	0.942412671	0.977167932	1.0	0.985633848	1.0	5.432252399999997e-06	0.00010930109929999836	4.5278526299999745e-05
RPS19BP1	0	0	0	0	0	0.0	0.0	0.0	0.0	0.570867196	0.844343584	0.835424614	1.0	0.824907483	0.942412671	0.977167932	1.0	0.985646628	1.0	2.798180000000001e-07	6.7035128999999975e-06	2.901364200000002e-06
FAM24A	0	0	0	0	0	0.0	0.0	0.0	0.0	0.554454025	0.91933752	0.835433466	1.0	0.821334838	0.94273811	0.977167932	1.0	0.985648219	1.0	5.8810999999999996e-08	2.9449912999999987e-06	1.3978932999999992e-06
ANAPC16	0	0	0	0	0	0.0	0.0	0.0	0.0	0.561479794	0.880908615	0.835478924	1.0	0.823262185	0.942412671	0.977167932	1.0	0.985656392	1.0	1.170574e-07	3.1763536e-06	1.2288982000000005e-06
